node1,node2,reg,Theta_Sigma,Theta_T,Theta_Tn,P,P_T,P_Tn,MI,CMI,Sigma
5.0,7.0,9.0,49.86760439865854,9.773521534196512,1.8488931843462268,0.001,0.001,0.992,0.89957820548132,0.7690055911768732,0.3458917107627033
5.0,8.0,10.0,1.410811201673768,1.6998165235239477,0.5013319383477618,0.923,0.967,0.675,0.36819499997513727,0.18521992600812992,0.0920009069640291
5.0,8.0,1.0,0.6786937994481657,0.5855753659081206,2.346480898949843,0.746,0.691,1.0,0.3681948138750055,0.2002887465008853,0.0943764056067353
5.0,8.0,2.0,0.9280163594321738,1.3562913287308438,0.38439648398462806,0.176,0.098,0.617,0.36819499997513727,0.28849098440261706,0.10011621471789081
5.0,8.0,3.0,4.013899056446643,3.382417769222133,1.1164782992129532,1.0,1.0,0.888,0.36819492751136984,0.13561637272301494,0.08300514092977672
5.0,8.0,4.0,1.8073058126349715,0.7631846865932161,0.0639190156051435,0.976,0.768,0.473,0.36819499997513727,0.18912904471907838,0.09071865627456417
5.0,8.0,6.0,4.354955206478687,2.5203588715633227,1.985795235617967,1.0,0.998,0.995,0.36819492751136984,0.12831135594054593,0.08214397340451027
5.0,8.0,7.0,8.852625606415563,0.9849472964381447,2.914828870297486,1.0,0.164,1.0,0.36819484938637004,0.06999971749395816,0.06619012377501711
5.0,8.0,9.0,4.527993204739129,2.80687287579225,0.3471652420722159,1.0,1.0,0.596,0.36819488633877384,0.15773101990977767,0.0816451784911784
6.0,7.0,10.0,3.374443289707164,3.091744672012984,0.4277325230474244,1.0,1.0,0.621,0.35420564846004776,0.17252908024491226,0.08587784118175126
6.0,7.0,1.0,2.2802063440568903,1.202289428781984,1.9451337421165358,0.989,0.909,0.996,0.35420564846004776,0.17351534680927075,0.08899488371405075
6.0,7.0,2.0,1.3948956202375893,1.5330233066492795,0.2698400353055343,0.085,0.088,0.573,0.3542055845214289,0.27205175031024625,0.10161331866776206
6.0,7.0,3.0,5.502017715320104,2.9116660182818115,0.448342931139285,1.0,1.0,0.635,0.3542055845214289,0.09091044995815276,0.07774894349583182
6.0,7.0,4.0,5.354638738304716,3.192922874025185,2.233623179722751,1.0,1.0,0.997,0.35420564846004776,0.16195318960168614,0.07856576519618291
6.0,7.0,5.0,8.044473433227827,4.858908051957118,1.7215143342560433,1.0,1.0,0.983,0.35420564846004776,0.08458068198167852,0.07042499832588427
6.0,7.0,8.0,3.228660021355014,0.7293654637408605,0.07388318893488449,1.0,0.756,0.486,0.3542055845214289,0.11246958218495966,0.0855733557566759
6.0,7.0,9.0,2.1984289985079726,2.3646643129200364,2.5891095878737307,0.986,0.998,1.0,0.3542055845214289,0.15340030336818838,0.08892789338240989
8.0,9.0,10.0,0.7744105400958542,3.860680700797289,1.797055797559213,0.782,1.0,0.991,0.41497464434894926,0.15172247183978513,0.09496166870483908
8.0,9.0,1.0,1.9052558844427112,3.523561471252261,1.2672907595325507,0.964,1.0,0.921,0.41497475595609234,0.16406829201647669,0.09090439229846531
8.0,9.0,2.0,0.5330106360021972,0.8925149052040218,0.4497870856589711,0.29,0.812,0.283,0.41497464434894926,0.2880719915815551,0.0994347057622454
8.0,9.0,3.0,5.605702833453306,4.352323358843295,1.1869355461609221,1.0,1.0,0.915,0.41497475595609234,0.11057220993991895,0.07769477602305402
8.0,9.0,4.0,7.070842247450522,4.713162002948184,1.6944072964209058,1.0,1.0,0.988,0.41497475595609234,0.11260416486766131,0.0732685469350257
8.0,9.0,5.0,1.3475159654444502,0.7878202089336247,0.8724498121811347,0.908,0.776,0.797,0.41497464434894926,0.20541457397941001,0.09301942341704708
8.0,9.0,6.0,3.809425008164885,4.328471899996371,2.179924715146228,1.0,1.0,1.0,0.41497464434894926,0.1285742864660501,0.08409600994818993
8.0,9.0,7.0,3.808108128764435,1.8291342031799445,1.359893714888787,1.0,0.981,0.941,0.41497464434894926,0.20401854642465378,0.08464039912544695
9.0,10.0,1.0,27.26933125734489,5.100677115279904,0.9016907870226648,0.001,0.001,0.826,0.7532559052416694,0.43034936504381605,0.22984880510451464
9.0,10.0,2.0,20.581299724740298,4.823137634744192,1.5626732377251826,0.001,0.001,0.969,0.7532557671201223,0.597168604484881,0.20361371393779465
