node1,node2,reg,MI,CMI,Theta_Sigma,Theta_T,Theta_Tn,Sigma,P,P_T,P_Tn,S
HOXB8,HOXA9,MYF5,0.2686431155893630,0.2715032509943120,3.350764517814230,3.145869740084790,1.0551498199836500,0.2274731089556250,0.001,0.001,0.855,0.5688365946272380
HOXA2,HOXA3,FOXM1,0.9439650419171030,0.915092911305584,3.277384227884580,3.613163403197370,1.838446889137060,0.247054694989472,0.001,0.001,0.988,0.5706408421661610
HOXA3,HOXA2,IRX1,0.9439650419171030,0.8364750264671110,3.506025295603240,2.8207606418942600,2.182233029771560,0.2582104372319060,0.001,0.005,0.031,0.5708104867680430
HOXB3,HOXB6,STAT6,0.7937088283347760,0.6720136962489400,3.748260493216540,3.336439578712260,3.866069534639350,0.2465628602742000,0.001,0.001,0.001,0.5717775047458360
HOXB7,HOXB5,ETV5,0.5990619552915180,0.5159690679656760,3.7212723898707200,4.265338554194620,0.6152188455406800,0.2909483560579720,0.001,0.001,0.711,0.5731630284271440
HOXA5,HOXB6,MEF2A,0.3772556991313970,0.3923476534324970,3.768150168585220,2.811045350420940,2.690942123391630,0.2918158378103080,0.001,0.006,0.012,0.5740609611514380
MEIS1,HOXA7,MEF2C,0.5169875852531250,0.4219394262860910,3.1100353855034,2.8814165815226300,2.419940522444870,0.297542244342212,0.001,0.004,0.022,0.5743125806897180
HOXA3,PBX3,FOXP4,0.504610084183037,0.4767493083777320,3.4319478349328300,3.811386467579670,1.802566711142320,0.262104381011521,0.001,0.002,0.055,0.5775266647089830
HOXA7,HOXA2,NR3C1,0.8155154551505330,0.7656468600801210,3.046600810154740,2.7567480697496700,2.486458986867160,0.2447184581037080,0.001,0.005,0.017,0.5777640338268410
HOXB6,HOXB7,GLIS3,0.6863109245580840,0.6014209313805610,3.499939901386580,4.051189818401280,2.018547479166990,0.286236476423407,0.001,0.001,0.035,0.5781182139506100
HOXA2,HOXA5,NFYC,0.9404384530945530,0.8240920760841600,3.617551342092430,3.079403704718270,0.0443795162592368,0.2525271755946850,0.001,0.004,0.458,0.5782195441353820
HOXA5,MEIS1,DLX1,0.5024611487082550,0.4833006085008740,3.116523842414360,3.2423953035041100,3.436044474542500,0.3101166990283450,0.001,0.001,0.003,0.5798837061875400
PBX3,HOXA9,GLIS1,0.5031072721005150,0.4921415393985990,3.4761569799882600,2.487224346745830,1.404476628413930,0.2750609640088580,0.001,0.015,0.099,0.5800101234310450
HOXA9,HOXA2,FOXM1,0.8015446206025020,0.6456773532747100,3.786338413800970,4.157162667766350,2.144712098217870,0.2906826887031730,0.001,0.001,0.997,0.5803494888139670
HOXA2,HOXA5,HES4,0.9404384530945530,0.8041510559186820,4.933563636017930,4.609907403573370,4.685453298884570,0.3016218278525290,0.001,0.001,0.001,0.5807858733262520
HOXB7,HOXB8,HOXA3,0.581465905969365,0.3344579858490480,2.981307092204050,2.758667756601230,0.4317564876257200,0.2850544367955810,0.001,0.003,0.649,0.5812939970672120
MEIS1,HOXB1,MEOX1,0.2125838912372030,0.2010569480595250,3.408536745618740,3.315812491072030,3.384452363958950,0.2236317597960180,0.001,0.003,0.003,0.5813039030278550
HOXA2,HOXA3,POU6F1,0.9439650419171030,0.8792577715284940,4.393736064473090,4.273328766271350,1.3855974643132600,0.2886396152588700,0.001,0.001,0.084,0.5813590494687210
HOXB6,HOXB3,IRX1,0.7937088283347760,0.6951934774061500,4.441826690385600,4.5073839791317000,5.523949779172310,0.2669376012104430,0.001,0.001,0.001,0.5813758411658880
HOXB7,HOXB6,CEBPA,0.6863109245580840,0.529061647648933,3.608523121929710,3.602581075193450,2.113870984066460,0.293873269106587,0.001,0.001,0.039,0.58150727333873
HOXB5,HOXA3,MEF2C,0.4581719039202110,0.4220118654737640,3.3704024398105500,2.906316477273370,1.9138869046576500,0.2733740661583030,0.001,0.005,0.046,0.5817515384721100
HOXA9,HOXB7,IRX5,0.2594350170233060,0.2437222627612390,3.926524010091650,3.867303828909080,2.4908704237665100,0.2640627638650890,0.001,0.001,1.0,0.5818538042133960
HOXB8,MEIS1,SMAD5,0.1746302337370770,0.1929547344842050,3.726736839074660,3.4574649588625000,1.0550484971699400,0.2072383779287640,0.001,0.001,0.145,0.5822824718405570
HOXB5,HOXB7,CEBPA,0.5990619552915180,0.523502551653185,4.4016083460962800,4.651197312500530,2.607085352000220,0.3166621847880150,0.001,0.001,0.017,0.5829642896781330
HOXA9,HOXA2,ZNF219,0.8015446206025020,0.686023344945669,3.49052347128187,3.624774495394760,0.0716703809314568,0.2829504988140050,0.001,0.001,0.479,0.5835949068026340
HOXB5,HOXB3,ZNF740,0.7697066114185670,0.7146899668987700,3.923954938208230,3.669691749872230,3.703794589393510,0.2505099815954460,0.001,0.001,0.001,0.5853649505511880
HOXB2,HOXB5,HOXB7,0.7825882731728040,0.4138895097119890,3.599552552996110,3.6146402222453300,3.0315663776459900,0.2706432691610070,0.001,0.001,0.008,0.5854719623949170
HOXB2,MEIS1,SOX8,0.4335069789107010,0.4739856455419780,2.6607595835093400,2.555500967308450,0.9222335965245160,0.278614396877601,0.001,0.004,0.18,0.585804912269225
HOXA3,HOXA2,KLF5,0.9439650419171030,0.8078344917638820,3.5896211654730000,3.489733190233680,1.3687277818900100,0.2601192299259770,0.001,0.001,0.095,0.5864378791017410
HOXA3,HOXA9,LMX1B,1.1386549814171800,0.6840589175502270,3.328380720193730,3.586260459375580,4.531972480605970,0.2635154282977440,0.001,0.001,0.001,0.5890575199403850
HOXA3,HOXA2,HOXD8,0.9439650419171030,0.8484115567124650,3.722401549838630,3.7578775838208900,1.7096791455263500,0.2629646781304740,0.001,0.001,0.061,0.589110605375878
HOXA7,HOXA2,MEF2A,0.8155154551505330,0.6467921650588150,3.601237011811960,3.6356246657235600,1.441127726132140,0.2635722375253100,0.001,0.001,0.085,0.5908861153728930
HOXA2,HOXA5,ETS2,0.9404384530945530,0.7495278038983710,3.41369735910465,2.6009521490336600,1.978386412132590,0.2408770781750030,0.001,0.009,0.043,0.5922304806729740
HOXB7,HOXB5,STAT5B,0.5990619552915180,0.4640838264505240,3.0504094946357900,2.819462910140690,0.2403585464317000,0.2572920899105930,0.001,0.006,0.37,0.5924752701089090
HOXA2,HOXA7,ZFHX3,0.8155154551505330,0.6936860383654290,4.1916862050256200,3.590570570326840,3.409517068704550,0.2730050441467730,0.001,0.001,0.003,0.5928105359989780
HOXA5,HOXA2,POU6F1,0.9404384530945530,0.83755263922816,4.15432243166006,4.434889433724040,0.6391590707709830,0.2618864191729970,0.001,0.001,0.248,0.5930489599636700
HOXA3,PBX3,SMAD1,0.504610084183037,0.4469212195858950,3.3341451725304700,3.018124179051630,3.727668019838430,0.2567095135767020,0.001,0.002,0.001,0.59417414335893
HOXA3,HOXA2,HES4,0.9439650419171030,0.7912409186703100,4.286386020921630,3.8945210815906,3.9980055786647400,0.2926401629978800,0.001,0.001,0.001,0.594878962914748
HOXA7,HOXA3,NKX2-3,1.0903002525183500,0.6268353804520780,3.5898162101984000,4.078195715409170,1.631832249792730,0.2353236855424930,0.001,0.001,0.076,0.5958841047468070
HOXA9,HOXA2,VENTX,0.8015446206025020,0.6919356014198450,3.0976900252326600,2.3724242128877500,3.139805830930830,0.2600688351358550,0.001,0.016,0.003,0.5963826572451540
HOXB5,HOXB3,IRX1,0.7702160357690510,0.6812356766356560,4.693651138763850,4.090468077213190,4.727183555877460,0.2872347713058250,0.001,0.001,0.001,0.596583228115804
HOXB5,HOXA9,FOXB1,0.3850164720783460,0.4854583128172700,3.5323115289587400,3.9036560630937900,4.412030033904380,0.2648394607546950,0.001,0.001,0.001,0.5967306393437710
HOXA7,HOXA2,MEIS1,0.8155154551505330,0.4201461401679230,3.942968476601170,3.2084524048869000,2.302361054381620,0.2664502158763460,0.001,0.001,0.023,0.5968510489683470
HOXA7,HOXB3,THRB,0.4584977918828610,0.445483647784436,3.015126330875420,3.5208213099290200,1.7112895641533600,0.274698821471892,0.001,0.001,0.059,0.5969141703156370
HOXB3,HOXB6,STAT3,0.7937088283347760,0.7127212551839280,3.617945542311250,3.2999326576160300,3.71911661389776,0.2353466046590430,0.001,0.002,0.002,0.5977973150097010
HOXB3,HOXB5,EPAS1,0.7702160357690510,0.5961515089113950,5.297012390873900,5.445769528189080,3.3751301307518700,0.3046737966672280,0.001,0.001,0.004,0.6002628380530470
HOXA3,HOXB3,TP53,0.5157835908300990,0.4566986001456920,2.932560113086330,3.4640592112056800,4.348916665127100,0.2693614786809550,0.001,0.001,0.001,0.6002772715532410
HOXA7,HOXA3,PBX3,1.0903002525183500,0.578001936644075,3.4988597474813500,3.155639946059650,3.494391253224250,0.2282134297400910,0.001,0.002,0.002,0.6006587892223230
HOXA3,HOXA2,ZNF219,0.9439650419171030,0.9035272389605000,3.5034516135347200,2.198044009528820,3.070004077197800,0.2554528707218610,0.001,0.021,0.005,0.6010670390716290
HOXA2,HOXA3,NFATC4,0.9439650419171030,0.8686392120980150,3.421631271292810,3.392653180279330,2.277043574581340,0.2559178311348290,0.001,0.001,0.023,0.6012039410880880
HOXA2,HOXB6,MEF2C,0.3984817053028720,0.4609216295716090,3.592230364069030,3.198094407629170,2.044196471863820,0.2921478556164810,0.001,0.004,0.036,0.6016460383212910
HOXB1,MEIS1,MYBL2,0.2124049043032490,0.256043340106329,3.321861223286400,2.6173319036954800,2.9270706452135200,0.2172349605887890,0.001,0.007,0.007,0.6018370952446750
HOXA9,HOXB7,SMAD2,0.2594350170233060,0.3825050825063540,4.054109773916610,4.303469861519680,3.3994615295573100,0.2767600250955750,0.001,0.001,0.006,0.6025739469323020
HOXB6,HOXB2,EPAS1,0.716368688180506,0.5667975922741970,3.2261925962913100,3.198062790275770,1.825657810949600,0.2620513547951000,0.001,0.001,0.06,0.6029898115459170
HOXA7,PBX3,GLI1,0.5133840201686720,0.5151525519833940,3.371800258397640,3.320062981384520,4.181714755765050,0.2529195306940380,0.001,0.003,0.001,0.6032094170500200
HOXB6,HOXA3,MEF2C,0.4434032147533850,0.4420287683621840,3.1550972895959400,2.9963124312897200,2.818267557428890,0.2764388692935690,0.001,0.001,0.008,0.6035486839664160
HOXB8,HOXA5,RUNX1,0.2616879219147860,0.2895987208635630,3.187395410126710,2.51655006042866,1.672983370556580,0.2409687623650520,0.001,0.013,0.057,0.6037095658640450
HOXA5,HOXA3,HOXA2,1.3332641246712900,0.4281309203095370,3.2804118882086500,2.9235507382447000,1.970148373704780,0.2410505820588700,0.001,0.005,0.037,0.6039054550618070
HOXB5,HOXA9,GLI3,0.3850164720783460,0.3231886514485860,3.1617932174499500,3.1209793792528400,3.324443566105850,0.2583850452308630,0.001,0.003,0.001,0.6041122982548870
HOXB3,HOXA7,PBX1,0.4584977918828610,0.3877212902751930,3.1136420299751100,2.4323906531708700,1.6752298626867500,0.2766624666011300,0.001,0.013,0.068,0.6048972513883820
HOXB7,HOXB2,FOXO1,0.512598700896592,0.3459797625900470,2.9380081350981200,2.322123765717740,1.9306785036030600,0.242443244828543,0.001,0.014,0.04,0.6056469661198500
HOXA3,HOXA2,ZNF35,0.9439650419171030,0.9464346278678890,3.633456412209630,3.941556803846970,2.708829182918340,0.2568346673467060,0.001,0.001,0.009,0.6061849683525110
HOXA2,PBX3,FOSL2,0.4398099688126450,0.4112531931833110,3.1346475120349800,3.37713956281688,2.8426912227504800,0.2445529770540490,0.001,0.001,0.011,0.6064941303947470
PBX3,HOXB7,STAT3,0.3794013434817540,0.3572005800908490,2.9166416255557200,2.399967072471880,3.329877780043130,0.2460596984292200,0.001,0.013,0.004,0.6069460953259750
HOXA5,HOXA3,HOXA7,1.3332641246712900,0.3300228454201810,3.695490607628060,3.2585367294504500,1.8440658417010300,0.2545988579119290,0.001,0.004,0.051,0.6071796896749290
HOXB8,HOXA5,FOXB1,0.2616879219147860,0.281405593025184,3.316953381244270,3.7262757371023100,0.3615436861090710,0.2405436047218770,0.001,0.001,0.331,0.6072491861880470
HOXA2,HOXA3,IRF7,0.9439650419171030,0.8965214615135460,3.221266101214250,3.0471882074934500,3.8215001144310300,0.2403472910565310,0.001,0.003,0.001,0.6074073717476660
HOXA5,HOXA2,IRF1,0.9404384530945530,0.9211477480810090,4.809000186797940,5.718998874367670,1.261327587658410,0.2971817142571130,0.001,0.001,0.112,0.6082721078081560
HOXA5,HOXA3,HOXA9,1.3332641246712900,0.4432331640696760,3.630429550598220,3.0823077515291300,2.343578120293560,0.251810654532302,0.001,0.005,0.017,0.6086253388068080
HOXB5,HOXB7,MLXIPL,0.5990619552915180,0.4712069029124070,3.262015008253970,3.908205834985200,0.9580236093493370,0.2634679695032050,0.001,0.001,0.166,0.6089065606034450
HOXB5,HOXB3,HOXB7,0.7702160357690510,0.4222327429382990,4.370104786251340,4.495715418919150,5.4616149161160700,0.274650934836155,0.001,0.001,0.001,0.6090458378045640
HOXA7,HOXB3,IRF8,0.4584977918828610,0.4618626511053900,3.0785139907698000,2.841936843640820,0.7889783878487420,0.2799032002247380,0.001,0.001,0.209,0.6094859465032690
HOXB5,HOXB7,AR,0.5990619552915180,0.4367764683525090,3.86152638853888,4.209226650401000,2.3451385494462100,0.2945291543135690,0.001,0.001,0.024,0.6096582936614760
HOXA3,HOXA2,TBP,0.9439650419171030,0.926386324319585,3.405525388311630,4.027654930165980,1.5295917760543500,0.2524846663682910,0.001,0.001,0.076,0.6111181036946890
HOXA7,HOXA3,HOXA2,1.0903002525183500,0.3590946418878100,3.6068219474012400,3.5152741025642800,4.309906973740820,0.2332934522611920,0.001,0.002,0.001,0.6116651510441200
HOXA2,HOXA5,HOXB1,0.9404384530945530,0.6880163330377280,4.410169792181250,4.091995383730220,4.767156195427340,0.2751454769004510,0.001,0.001,0.001,0.6127586651737970
HOXB5,HOXB7,FOXI1,0.5990619552915180,0.5166201929844490,3.634321709238240,3.189887653078680,1.370575447977180,0.2829919012888560,0.001,0.005,0.93,0.6143089005923090
HOXA2,HOXA3,RORA,0.9439650419171030,0.7983573200994040,3.398278485835430,4.01694300845412,2.801419873404820,0.2510650134474020,0.001,0.001,0.009,0.614723889661135
HOXA3,HOXA2,HOXB1,0.9439650419171030,0.6738712068999340,4.048607056397690,3.731403146115810,3.5549716792906400,0.2746029320790450,0.001,0.001,0.003,0.614752779730812
HOXA1,HOXB8,NFIA,0.2434145490055880,0.2176448446350410,4.021224817413900,3.020240173500960,3.622225677882380,0.2440193002593880,0.001,0.005,0.002,0.6172755232099020
HOXB7,HOXB6,AR,0.6863109245580840,0.4779362079955820,3.728728775381220,3.4043369105710100,2.527803379061590,0.2997393156054520,0.001,0.001,0.01,0.6232775988183900
HOXA3,HOXA2,GSX2,0.9439650419171030,0.9054840506673110,3.717621019516850,3.802608583010550,1.6225747993008900,0.2622180772143850,0.001,0.001,0.063,0.6235142808248160
HOXA3,HOXB5,IRX5,0.4581719039202110,0.3890232056987270,3.0855798896809,3.159291357737550,0.6528582849642990,0.2682399535528100,0.001,0.001,0.238,0.6235214157190170
HOXB1,MEIS1,PITX3,0.2116257847083910,0.2199498952365490,3.570755463590820,3.796512833094640,3.375901782191400,0.2228829276899780,0.001,0.001,0.003,0.6245128627301730
HOXA9,HOXA1,CDX2,0.3985780121265830,0.4357915483947660,3.2160487774598700,3.559290843489140,0.2817625323514760,0.2789573577816950,0.001,0.001,0.559,0.6283476093457320
PBX3,HOXA5,GFI1,0.5275203570932470,0.4336678258189680,3.604542492367700,4.155448283941350,2.407023320168570,0.2734671374719790,0.001,0.001,0.019,0.6296728792192840
HOXB7,HOXB2,PBX2,0.512598700896592,0.2906672668766040,3.324574775207720,2.4382569057000500,2.352381951345920,0.2567666249175190,0.001,0.015,0.021,0.6309437837469730
HOXB7,HOXB5,MEF2C,0.5990619552915180,0.5077363574707020,3.2701033187249300,3.401323287510430,4.226494241685420,0.2655276949667210,0.001,0.001,0.001,0.632625011854731
HOXA5,HOXA2,HOXB7,0.9404384530945530,0.5829771785977460,3.436346135552110,3.2634151431502600,2.456403388484890,0.2419668136526410,0.001,0.002,0.016,0.6334776501095650
HOXB3,HOXB7,SPIC,0.6049435009598990,0.4342642768150830,3.406527747389840,3.365407664267670,0.3383469198285570,0.2718454416910200,0.001,0.003,0.329,0.633902982374212
HOXB3,HOXB5,HOXA9,0.7702160357690510,0.5314639513320490,3.246491742381540,3.2527683390590100,0.7669216124036130,0.2286236035000890,0.001,0.002,0.767,0.6355597649984340
HOXB6,HOXB5,HOXB3,1.1664079793536400,0.4276147787570170,3.1878633632526700,2.645972797065470,2.3655179775453300,0.2568914126165750,0.001,0.008,1.0,0.635919097557647
HOXB7,HOXB3,ESR2,0.6054529253103830,0.409297411125087,3.192488932595910,3.235325957022580,2.3988513330545500,0.2496067719499460,0.001,0.001,0.011,0.6365979046140220
HOXA9,HOXA2,HOXB5,0.8015446206025020,0.3862846742147190,3.513788981082550,4.034993125863490,2.667340216023650,0.2817236647768090,0.001,0.001,0.015,0.6366165886415390
HOXB3,HOXB7,AR,0.6049435009598990,0.3655278916382780,3.544469109994330,2.302723954839860,3.002382527473220,0.2711168337295450,0.001,0.017,0.004,0.63813593362301
HOXB6,MEIS1,ATF5,0.2734105961774950,0.3232560313526040,3.1369042550089900,2.609750333893250,2.0557183597691800,0.2672681929993540,0.001,0.008,0.043,0.6414419659130850
HOXA1,HOXA2,GLIS2,0.6144362769339610,0.5050368291868080,2.840906066457820,2.511164993978920,0.1048685704585070,0.2986321457357740,0.001,0.011,0.49,0.6419175633981960
HOXA3,HOXB1,STAT2,0.1827270297643810,0.2107451242474620,3.28703619987402,2.2911721172648600,2.5576941257533900,0.2148307501763760,0.001,0.018,0.013,0.6420235378117170
HOXB1,HOXB3,PITX1,0.3332940241005100,0.255723309954511,2.9475117249008900,2.290991025266030,3.017435266659060,0.2308823185754620,0.001,0.014,0.004,0.642577472907664
HOXA5,HOXB7,HES4,0.2415422242727900,0.2661230527745370,3.152567068598370,3.0584784916705700,0.6152154853409580,0.2469039033727650,0.001,0.002,0.255,0.6431608406033780
HOXA2,HOXA5,NKX2-3,0.9404384530945530,0.5356752363879090,3.3272862541754400,2.806639724424380,3.7897856456414000,0.2419546669635340,0.001,0.004,0.001,0.6436284513377640
MEIS1,HOXA2,THRB,0.413912190777749,0.3400733497495970,3.0258854931324000,2.7763526059262900,3.695297059488650,0.2715831704428670,0.001,0.005,0.002,0.6443586300524480
HOXA1,HOXA9,MITF,0.3985780121265830,0.3633744802110460,3.499382121427630,3.646279007851280,1.237363215096220,0.2925444598646910,0.001,0.001,0.119,0.6451825031046690
HOXA2,PBX3,SMAD1,0.4398099688126450,0.4119482148258390,3.43426307565043,3.0995006458211000,0.3703512331281440,0.2611653136214010,0.001,0.002,0.343,0.648343145390326
HOXA5,HOXA2,PBX3,0.9404384530945530,0.4807174554920470,3.077269046303990,2.844105806709470,2.556979176147830,0.2254839712286830,0.001,0.005,0.013,0.6490409657841590
HOXA3,HOXA2,NKX2-3,0.9439650419171030,0.5514505649751570,4.196863397852920,4.3509294083822600,5.002692404447000,0.2833874212896220,0.001,0.001,0.001,0.6498742113871900
HOXA2,HOXA5,HOXB6,0.9404384530945530,0.601646229733515,4.714642883945520,4.828065052590180,2.929890964041020,0.2924144954883240,0.001,0.001,0.007,0.650212305044277
HOXB5,HOXB3,HOXA5,0.7697066114185670,0.5473978584580610,4.678488853590750,5.1526711012413000,0.2501196516858060,0.2863236441768520,0.001,0.001,0.383,0.6519539772760100
HOXA2,HOXB6,ATF4,0.3984817053028720,0.4231427675094650,3.2608744884841500,3.6389429278627100,0.2545181144131110,0.2665603713343690,0.001,0.001,0.345,0.6556617261157190
HOXA1,MEIS1,GMEB2,0.2466342403789040,0.2662164488547170,3.091698517779550,3.1516052655718300,0.230222573633138,0.222788251670727,0.001,0.001,0.39,0.6558836037987470
HOXB5,HOXA1,SMAD1,0.2538124959751480,0.2304637492103580,3.507955181162990,3.4443728266596000,2.889496731350900,0.2569402932478750,0.001,0.001,0.006,0.6584429859504440
HOXA2,PBX3,MXI1,0.4398099688126450,0.3918195814384340,3.2599350040809300,2.86399493458622,1.5812638471428900,0.2490321648112540,0.001,0.003,0.067,0.6602325589753010
HOXA1,HOXB5,IRX5,0.2538124959751480,0.2398323812662960,3.4169260653185800,3.3131347147380900,1.1448119153628700,0.2490464084440180,0.001,0.001,0.881,0.6610270022463940
HOXB3,HOXB7,HMGA2,0.6049435009598990,0.5011616330258890,3.81094087394646,4.400786026553850,1.817394292569470,0.286224088009805,0.001,0.001,0.051,0.6623145011158570
HOXA1,HOXA9,HEY1,0.3985780121265830,0.36681712207933,3.181616773117600,2.761551649158230,3.661220758001840,0.2764358731355840,0.001,0.009,0.001,0.6656947644111720
HOXB7,HOXB3,ATF5,0.6054529253103830,0.4236855365739050,3.223852445957670,2.8809971568867700,0.5272725307724540,0.2577407427353310,0.001,0.005,0.276,0.6657911824238430
HOXA2,PBX3,PROP1,0.4398099688126450,0.3841751064145470,3.1529864738568200,3.0146666111992600,1.6935718250446000,0.2547626602598000,0.001,0.003,0.067,0.6682302841799640
HOXA2,HOXA5,HOXB5,0.9404384530945530,0.6013140068980960,3.2500409235067200,2.6155397590002500,1.7428482854740800,0.2310263873541970,0.001,0.008,0.059,0.6691841333183260
HOXA2,HOXA3,PBX3,0.9439650419171030,0.4955269402682510,3.651172749603470,4.122993019315500,2.0110389871552200,0.2604132794215110,0.001,0.001,0.038,0.669316148843303
HOXA5,HOXB7,NR6A1,0.2415422242727900,0.3195239789887060,3.2111961868041600,3.163714852318820,0.0642370164510029,0.2485602169233990,0.001,0.001,0.446,0.6726577408862240
HOXA2,HOXA5,HOXB3,0.9404384530945530,0.5551760792269870,4.323220799199810,5.059087795038800,2.843927424775530,0.280350551175445,0.001,0.001,0.011,0.6729985468275740
HOXB7,HOXB8,HOXB2,0.581465905969365,0.2431627070006470,3.1517715665020900,1.9594467320977200,1.892031371245190,0.2973368479010280,0.001,0.029,0.995,0.6742796048444970
HOXB3,HOXB7,TP53,0.6049435009598990,0.4223852367991480,2.8809804483351200,2.100045746670720,1.7773531090728800,0.2391337617167420,0.001,0.033,0.056,0.6755167086422260
HOXB7,HOXB2,CEBPA,0.512598700896592,0.3481774246917340,3.3098869270805400,3.5960412812399000,3.0637933953400000,0.2678596649788540,0.001,0.001,0.005,0.6764335398402790
HOXB7,HOXB2,RORC,0.512598700896592,0.44864475361806,3.630513688841850,2.369835992420750,3.150101725878780,0.2742364238319060,0.001,0.018,0.001,0.6780755130125130
HOXA2,PBX3,MEIS2,0.4398099688126450,0.3986015820707570,2.9899125848195100,2.543487693038860,2.322562609707580,0.2467838684528950,0.001,0.008,0.022,0.6791337415016800
PBX3,HOXA2,OLIG1,0.4398099688126450,0.4157527989728740,3.0227397056822200,3.598720760822080,1.8416977330982400,0.2475944547254990,0.001,0.001,0.99,0.6818000318692120
HOXA1,HOXB6,NFATC2,0.2946286099845800,0.3003753681740790,3.3142840519900400,3.3488238241039200,2.0423009740293500,0.247169561459856,0.001,0.001,0.036,0.6821810992309220
HOXA1,HOXA7,MSX2,0.4098161889959790,0.4400034910049710,3.26319236103721,2.1041132330315500,2.4985623120602500,0.2961748080037300,0.001,0.029,0.02,0.6845009905176930
HOXA3,HOXA2,HOXB6,0.9439650419171030,0.5765055051815980,2.830586658465670,2.7690023438100100,0.6874963608840060,0.2278471988372820,0.001,0.002,0.223,0.6862096554558150
HOXB6,HOXA1,FOXB1,0.2946286099845800,0.2772570418373620,3.457226894241730,3.316559332862330,3.0260394018142200,0.2548339159779680,0.001,0.001,0.005,0.6872232900153540
HOXB2,HOXA1,TP73,0.1499962776210300,0.1952676523284370,2.7760912478089000,2.7887193929475300,1.9928884520841100,0.2189335636766560,0.001,0.002,0.035,0.689098382016111
HOXA1,HOXB7,TET1,0.2806191413215040,0.2602905133387770,4.121980894182050,3.2700748678795700,1.5762369937310200,0.2917150823209440,0.001,0.002,0.079,0.690438119420273
HOXA1,HOXB7,NR2F1,0.2806191413215040,0.2806779134386980,3.2280287986806900,3.5413856495082700,2.5915377306319800,0.2560473703476910,0.001,0.001,0.012,0.6906039414291660
HOXA1,MEIS1,WT1,0.2467751449864850,0.2485467841863800,3.3629283053852200,3.230264881081260,1.3179406964420600,0.241058856982636,0.001,0.003,0.11,0.692717398915735
HOXA1,HOXB2,REL,0.1499962776210300,0.2644155331791700,3.847012360395170,3.6647627726433,3.873408350304320,0.2652149322404160,0.001,0.002,0.001,0.6956286815800810
HOXB2,HOXA1,ATF3,0.1499962776210300,0.2463009471924120,2.971749504359370,3.289303783727200,1.8542381996389600,0.22725300707939,0.001,0.001,0.987,0.6958408713439280
HOXB3,HOXA1,ATF3,0.1552850448049580,0.2675753515046410,3.661762109535120,3.442027195237520,1.7007855537790000,0.2629170102898720,0.001,0.002,0.972,0.7051589657680880
HOXA1,PBX3,GSX2,0.3456202270161140,0.3312592320656410,3.434778217918210,2.7338421278792500,3.614941037770510,0.2496675028397560,0.001,0.006,0.001,0.7069618909703840
HOXA1,HOXB7,ATF4,0.2806191413215040,0.3099930804215020,3.044737998409830,2.2612926667630900,0.8907692972011400,0.247227794877633,0.001,0.016,0.185,0.7085332215210740
HOXA2,HOXA3,LMX1B,0.9439650419171030,0.6895885009225900,4.672890992705430,4.705739477380960,4.207451883563270,0.3069496518556000,0.001,0.001,0.001,0.7134283029191310
HOXA5,HOXB7,TP53,0.2415422242727900,0.2773402715591360,3.1783025648600500,1.6879038082173700,2.5804794048303000,0.2377036903299730,0.001,0.055,0.009,0.7137227650208030
HOXB3,HOXB7,TAL1,0.6049435009598990,0.4789275268614420,3.3580728708662300,3.749069317280430,2.265168877042250,0.2564200911743550,0.001,0.001,0.021,0.7234947892833920
HOXA1,HOXB2,IRF5,0.1499962776210300,0.229348738592931,3.145733029748110,3.072878538571750,3.746770704700860,0.2419389279542410,0.001,0.001,0.001,0.7240276697202390
HOXA1,HOXA7,NHLH1,0.4098161889959790,0.417494013614581,3.2407321174327200,3.673806639853660,0.4270744988361180,0.2852916160945150,0.001,0.001,0.308,0.7249797215005040
HOXA1,HOXA2,CDX2,0.6144362769339610,0.511813502805587,3.0584985373785500,2.988938284045760,0.3890745936356990,0.3136858600946970,0.001,0.001,0.307,0.726918625508342
HOXB5,HOXA1,TET1,0.2538124959751480,0.2517796137723520,2.9167343096049100,2.319937087789030,1.6382762891665800,0.2315437674925570,0.001,0.012,0.058,0.7274034052750430
HOXB5,HOXA1,DDIT3,0.2538124959751480,0.2514272141366710,3.277409970840000,2.9120198579082800,0.0874988999678941,0.2379864957341620,0.001,0.004,0.48,0.739030682977066
HOXA1,HOXB7,HES5,0.2806191413215040,0.2013684765716220,3.299360494706070,2.792373992741820,3.1386315824734200,0.2525601989088210,0.001,0.005,0.002,0.7402035242361690
HOXB7,HOXA1,PDX1,0.2806191413215040,0.3068355890347820,2.941856371462490,3.2687440201259900,4.106997389828620,0.2401105740922860,0.001,0.001,0.001,0.7418645842108140
