node1,node2,reg,Theta_Sigma,Theta_T,Theta_Tn,P,P_T,P_Tn,MI,CMI,Sigma,S
1.0,24.0,28.0,3.237102918950133,6.251282023905858,2.293055347124005,0.002,0.001,0.021,0.0477300998752854,0.0655643684052237,0.1045073910297712,0.6361733099923406
1.0,24.0,6.0,4.065664558342082,6.36707389452425,6.591630166897501,0.001,0.001,0.001,0.0477300998752854,0.0632001276131428,0.1129721534149477,0.5911407277772313
1.0,24.0,81.0,3.37100081502144,1.9580364221631483,0.965363935730678,0.001,0.038,0.161,0.0477300998752854,0.0776080177384333,0.1059257255943628,0.5466274141775247
1.0,32.0,54.0,5.892446201036155,3.815549841141456,3.359794921740792,0.001,0.003,0.006,0.0660346124765487,0.1111220074580263,0.1351195181807993,0.6081025108094776
1.0,32.0,77.0,3.546664555913361,3.5896441533789254,3.168191689702858,0.001,0.004,0.008,0.0660346124765487,0.0866833023825003,0.1148985582066447,0.6137889006049227
1.0,32.0,78.0,5.843474902175442,7.255818673004607,2.11057676690874,0.001,0.001,0.03,0.0660346124765487,0.0921217846112909,0.1356150658097001,0.5440857013250515
1.0,32.0,80.0,3.346846542237686,2.0573445128119783,2.126964790301752,0.002,0.038,0.03,0.0660346124765487,0.0902989800045404,0.1145483492660731,0.6982553185011663
1.0,32.0,96.0,3.694633477239447,4.585224127752736,1.3026774217473125,0.001,0.001,0.093,0.0660346124765487,0.0931551574099338,0.1166074244510017,0.5600831243255746
1.0,99.0,49.0,3.982014235775772,2.966217316676224,1.9130436874194008,0.001,0.011,0.052,0.07352581978708,0.0875744684881572,0.1207439304339813,0.6803041337612104
1.0,99.0,61.0,3.90557208416158,3.3782726185641483,1.0024615313192649,0.001,0.002,0.145,0.07352581978708,0.075858301957686,0.119890402297246,0.5052973247674843
1.0,99.0,69.0,4.492063432043576,2.5523044889178355,2.9774723326323818,0.001,0.018,0.011,0.07352581978708,0.0929729821071627,0.125966069602449,0.5955840223707636
1.0,99.0,81.0,4.121577381344606,0.9852168852952587,1.0765876237324288,0.001,0.147,0.153,0.07352581978708,0.0916661401037267,0.1216066487352319,0.5052865551775149
1.0,99.0,84.0,4.089874540957905,2.687961981230552,0.3465883559159133,0.001,0.012,0.584,0.07352581978708,0.0935764860790044,0.1223904083660613,0.5849731612832157
2.0,28.0,27.0,3.871262731455959,4.0731049815863,4.158413996551932,0.001,0.001,0.001,0.0520314445096135,0.0806117426119045,0.1112057594801624,0.7004101344725865
2.0,28.0,30.0,3.4333812656261897,3.683524940408967,0.966006502125731,0.001,0.002,0.159,0.0520314445096135,0.0730006086073869,0.1062197821818655,0.6916504191435692
2.0,28.0,57.0,3.87207734606068,4.508424687378794,1.3769866515452551,0.001,0.001,0.948,0.0520314445096135,0.0653348907827332,0.1105858222084975,0.6252392101590126
2.0,28.0,80.0,3.3154632799624544,1.7653892693690514,0.1486396638269381,0.001,0.051,0.492,0.0520314445096135,0.0836977347212048,0.106690192656779,0.607381848380923
