node1,node2,reg,Theta_Sigma,Theta_T,Theta_Tn,P,P_T,P_Tn,MI,CMI,Sigma
1.0,24.0,100.0,0.34587456251724513,0.7088151172943549,2.1340859897070077,0.3,0.8,1.0,0.09838467624604341,0.09083760753148162,0.09544641371264274
1.0,24.0,10.0,0.5368096167695927,0.36748514818845995,0.47005163827255414,0.6,0.7,0.3,0.09838467624604341,0.07655907029952255,0.08994734135167566
1.0,24.0,11.0,0.7016273385295373,0.9144339825651276,1.6557989302503962,0.2,0.2,0.1,0.09838467624604341,0.08371661823034601,0.09924013117793919
1.0,24.0,12.0,1.2919609448516474,2.2377393904443257,1.4229919393812933,0.11,0.03,0.12,0.09838467624604341,0.09409078512702061,0.1045504503430059
1.0,24.0,13.0,0.3063700306281141,0.5403264358985225,0.5978217150871269,0.7,0.7,0.7,0.09838467624604341,0.08270947714881849,0.0915487222677113
1.0,24.0,14.0,1.6530491578108808,2.680027283849357,0.008355394207419986,0.06,0.01,0.44,0.09838467624604341,0.10396184945506598,0.1059202198819194
1.0,24.0,15.0,0.7148809957445326,0.4380398960457915,0.06618565670897734,0.3,0.7,0.5,0.09838467624604341,0.09020410856971285,0.10290740939531663
1.0,24.0,16.0,1.669735064270437,1.268807057449858,0.6779822798276817,0.04,0.12,0.24,0.09838467624604341,0.08845256386637822,0.1061137304315265
1.0,24.0,17.0,0.3629566600532206,0.6435528819274487,0.46137458611815274,0.6,0.7,0.4,0.09838467624604341,0.06633861475174058,0.09092297355729329
1.0,24.0,18.0,1.2574615773159166,0.5869453516454864,0.03805789115099343,0.13,0.68,0.45,0.09838467624604341,0.10223113183210888,0.1038226999616854
1.0,24.0,19.0,0.6045857996127019,0.459219332869789,0.17658791017337064,0.4,0.2,0.5,0.09838467624604341,0.09246680166918131,0.10318324461971981
1.0,24.0,20.0,3.2010446288434906,2.6788134451362007,2.104841436399124,1.0,1.0,1.0,0.09838467624604341,0.07593236888902956,0.08014064894505384
1.0,24.0,21.0,0.4621538936866091,0.17417855782901134,0.30278909997633735,0.4,0.4,0.3,0.09838467624604341,0.0895735099500904,0.10135163814672163
1.0,24.0,22.0,1.2139028886443508,0.9775998312227847,1.6936929315234526,0.2,0.1,0.1,0.09838467624604341,0.09826145524289259,0.10379945024333088
1.0,24.0,23.0,1.0871015580283037,0.9221047913142952,0.7754287750686177,0.9,0.8,0.8,0.09838467624604341,0.07226680610164461,0.08089810646986402
1.0,24.0,25.0,0.8066509198545699,0.4986851649989483,0.632672725644169,0.18,0.29,0.28,0.09838467624604341,0.09939682555283885,0.10059816864891166
1.0,24.0,26.0,2.0010367858859714,2.7441767188260213,1.3232913355905116,0.024,0.011,0.093,0.09838467624604341,0.0968106137459229,0.11103667747173206
1.0,24.0,27.0,0.6951215688323339,0.5921473467730234,1.0003910930199793,0.7,0.7,0.9,0.09838467624604341,0.08540011821188377,0.08568830662177382
1.0,24.0,28.0,0.22631558061931198,1.2839207718063226,0.40396172551225223,0.6,1.0,0.6,0.09838467624604341,0.0818114153443326,0.08732328446332635
1.0,24.0,29.0,3.9733862137362546,4.281582188541585,1.2191852231110247,0.001,0.002,0.109,0.09838467624604341,0.09566766966504386,0.12551848576981092
1.0,24.0,2.0,0.20641792158212044,0.4581395818600957,2.5888860092736663,0.6,0.4,1.0,0.09838467624604341,0.08435748382488349,0.09217493973999513
1.0,24.0,30.0,0.28356815645241085,0.5150424491325247,0.5699321210789184,0.4,0.7,0.6,0.09838467624604341,0.09750475106073367,0.09879381019901841
1.0,24.0,31.0,0.12739140941854382,0.1590088592079463,1.3736995981098128,0.5,0.5,0.9,0.09838467624604341,0.08594353524623283,0.0957839496879362
1.0,24.0,32.0,1.4258290425000777,0.8607444404297138,1.4069827687059853,0.11,0.19,0.1,0.09838467624604341,0.07976078155939666,0.10002925992687871
1.0,24.0,33.0,3.9891369802848486,2.8587890216830893,1.6902837076440715,0.001,0.017,0.066,0.09838467624604341,0.09531070066769505,0.1259656019377881
1.0,24.0,34.0,0.44014400213341004,0.3057093371046452,1.2637846356791211,0.7,0.7,0.9,0.09838467624604341,0.07925927532495944,0.08260100335384458
1.0,24.0,35.0,0.21651665261518097,1.3649437687300103,0.3976742598503856,0.4,0.1,0.7,0.09838467624604341,0.08694576594915296,0.0997718984256862
1.0,24.0,36.0,0.031336507976413575,1.22176064769032,0.5076445517122824,0.5,0.1,0.2,0.09838467624604341,0.0808706816149922,0.09846787402680247
1.0,24.0,37.0,0.8126347000350835,3.5361573480766197,3.5020246797472856,0.3,0.1,0.1,0.09838467624604341,0.09135321037599275,0.10258154041109106
1.0,24.0,38.0,4.389184724157433,5.711352606626098,2.577570305180087,0.001,0.001,0.019,0.09838467624604341,0.09904122665300473,0.1332650802608304
1.0,24.0,39.0,0.9478692812847301,0.34725490659157054,0.633900668083391,0.16,0.27,0.23,0.09838467624604341,0.09233760665232608,0.10055316488786474
1.0,24.0,3.0,0.9314222148327832,0.4757161584082646,0.18264980074551537,0.14,0.27,0.54,0.09838467624604341,0.08768162703811358,0.10332288981097322
1.0,24.0,40.0,4.481739836515923,2.157145693094722,1.8729821785655123,0.001,0.035,0.043,0.09838467624604341,0.11170249345005218,0.13327233221469525
1.0,24.0,41.0,0.6623739665669038,0.4976468102593244,0.8619172566067421,0.2,0.4,0.2,0.09838467624604341,0.08754654127229866,0.10110407458130144
1.0,24.0,42.0,0.34987250194212993,0.24972203380480734,0.2735055445672473,0.37,0.61,0.31,0.09838467624604341,0.07713446349246314,0.0929663590649765
1.0,24.0,43.0,0.2629647627860611,0.12313857168135017,0.6600529665823476,0.5,0.3,0.4,0.09838467624604341,0.08522636599546062,0.09608355249979382
1.0,24.0,44.0,0.576671670281338,0.3169014809303931,0.7175315002495007,0.3,0.58,0.73,0.09838467624604341,0.08899144078143457,0.09934528768451255
1.0,24.0,45.0,1.1845106675476091,0.17162857325128222,0.5199349853807217,0.13,0.41,0.64,0.09838467624604341,0.0916787464509126,0.10185684418188791
1.0,24.0,46.0,0.1292438495717327,0.11506417920744622,0.7396644687522089,0.6,0.4,0.6,0.09838467624604341,0.09215829119537018,0.09281567777771457
1.0,24.0,47.0,3.6918061545417897,2.1052159402976427,0.0003824253426861415,0.001,0.036,0.439,0.09838467624604341,0.08372529201580797,0.1253646447877193
1.0,24.0,48.0,1.0194200782053493,0.7255390985039483,0.6049455652685716,0.2,0.3,0.3,0.09838467624604341,0.10075759120059515,0.10705829169257443
1.0,24.0,49.0,2.5565294998001606,4.736576229221327,0.3424015159146157,0.01,0.001,0.313,0.09838467624604341,0.08421972163352141,0.1152426457985764
1.0,24.0,4.0,3.1892049391358865,2.375977723759506,0.6195802988359499,0.001,0.021,0.249,0.09838467624604341,0.09904956499679013,0.12237820656393276
1.0,24.0,50.0,1.08476968556524,0.5479797059059502,0.4821899117073016,0.13,0.23,0.67,0.09838467624604341,0.08563799172064479,0.10151065996606146
1.0,24.0,51.0,1.8695727777413051,0.07692500176113587,0.4781290771511386,0.02,0.48,0.32,0.09838467624604341,0.08764368420485381,0.10850434398275464
1.0,24.0,52.0,0.18786110315204105,0.2859761411322311,0.17711687835130138,0.4,0.5,0.4,0.09838467624604341,0.08819080668282561,0.09713355675926903
1.0,24.0,53.0,0.38432848296103306,0.3938958961627621,1.4029470975894756,0.7,0.5,1.0,0.09838467624604341,0.07904621744532048,0.09071214192083664
1.0,24.0,54.0,1.6489287578527116,2.042047727478282,2.015444732382817,0.04,0.03,0.04,0.09838467624604341,0.08614393250745987,0.10575393649202157
1.0,24.0,55.0,0.9677854055944011,1.223259969183513,0.032339631883562835,0.19,0.12,0.47,0.09838467624604341,0.0890550699916015,0.10097246730785196
